Deep Space One,http://ice1.somafm.com/deepspaceone-128-mp3
Positively Vibe,https://streaming.positivity.radio/pr/posivibe/icecast.audio
Defcon,https://ice1.somafm.com/defcon-128-mp3
Soma Vaporwaves,https://somafm.com/nossl/vaporwaves.pls
80s,https://ice2.somafm.com/u80s-128-mp3
